0.65	0.1	0.01	43.56	6.81	0.89	1
0.71	0.11	0	47.11	7.41	0.3	1
0.69	0.11	0.01	45.93	7.41	0.89	1
0.71	0.1	0.03	47.11	6.81	2.07	1
0.7	0.12	0	46.52	8	-0.3	1
0.68	0.11	0	45.33	7.41	0.3	1
0.71	0.1	-0.01	47.11	6.81	-0.89	1
0.71	0.1	0	47.11	6.81	-0.3	1
0.7	0.11	0.03	46.52	7.41	2.07	1
0.69	0.12	-0.02	45.93	8	-1.48	1
0.7	0.12	0.03	46.52	8	2.07	1
0.69	0.1	0	45.93	6.81	0.3	1
0.69	0.11	0	45.93	7.41	0.3	1
0.71	0.09	0	47.11	6.22	-0.3	1
0.69	0.11	0	45.93	7.41	0.3	1
0.69	0.1	0	45.93	6.81	-0.3	1
0.71	0.11	0	47.11	7.41	-0.3	1
0.66	0.1	0.01	44.15	6.81	0.89	1
0.68	0.13	0.02	45.33	8.59	1.48	1
0.72	0.1	0.02	47.7	6.81	1.48	1
0.73	0.07	0	48.89	4.44	0.3	1
0.68	0.12	0	45.33	8	-0.3	1
0.65	0.14	0	43.56	9.19	0.3	1
0.72	0.11	0.02	48.3	7.41	1.48	1
0.73	0.08	-0.02	48.89	5.04	-1.48	1
0.67	0.11	-0.01	44.74	7.41	-0.89	1
0.66	0.12	0.03	44.15	8	2.07	1
0.68	0.11	0	45.33	7.41	0.3	1
0.7	0.09	0	46.52	6.22	0.3	1
0.69	0.1	-0.01	45.93	6.81	-0.89	1
0.69	0.1	0	45.93	6.81	-0.3	1
0.67	0.12	0	44.74	8	0.3	1
0.69	0.13	0	45.93	8.59	-0.3	1
0.71	0.11	0	47.11	7.41	-0.3	1
0.7	0.1	0.01	46.52	6.81	0.89	1
0.68	0.09	0	45.33	6.22	-0.3	1
0.69	0.11	0.01	45.93	7.41	0.89	1
0.71	0.11	0	47.11	7.41	0.3	1
0.7	0.13	0	46.52	8.59	0.3	1
0.69	0.12	0.02	45.93	8	1.48	1
0.69	0.11	0	45.93	7.41	-0.3	1
0.73	0.09	-0.01	48.89	6.22	-0.89	1
0.71	0.09	0.01	47.11	6.22	0.89	1
0.69	0.09	0.02	45.93	6.22	1.48	1
0.71	0.11	0.03	47.11	7.41	2.07	1
0.68	0.08	0.01	45.33	5.04	0.89	1
0.68	0.08	-0.03	45.33	5.04	-2.07	1
0.73	0.14	0.07	48.89	9.19	4.44	1
0.64	0.1	-0.06	42.37	6.81	-3.85	1
0.66	0.1	0.01	44.15	6.81	0.89	1
0.71	0.08	0	47.11	5.04	-0.3	1
0.68	0.08	-0.01	45.33	5.63	-0.89	1
0.68	0.11	0.02	45.33	7.41	1.48	1
0.69	0.12	0	45.93	8	0.3	1
0.67	0.09	0.01	44.74	6.22	0.89	1
0.72	0.09	0	47.7	6.22	-0.3	1
0.69	0.09	-0.02	45.93	6.22	-1.48	1
0.68	0.09	0.01	45.33	6.22	0.89	1
0.69	0.11	0	45.93	7.41	-0.3	1
0.7	0.08	-0.01	46.52	5.04	-0.89	1
0.71	0.1	-0.02	47.11	6.81	-1.48	1
0.65	0.11	0.05	43.56	7.41	3.26	1
0.66	0.13	-0.05	44.15	8.59	-3.26	1
0.75	0.08	0	50.07	5.63	-0.3	1
0.71	0.1	0	47.11	6.81	0.3	1
0.65	0.14	-0.05	43.56	9.19	-3.26	1
0.69	0.1	0.03	45.93	6.81	2.07	1
0.71	0.08	0	47.11	5.04	0.3	1
0.72	0.09	0.03	47.7	6.22	2.07	1
0.65	0.14	0.01	43.56	9.19	0.89	1
0.7	0.13	0.04	46.52	8.59	2.67	1
0.7	0.08	0	46.52	5.63	0.3	1
0.69	0.09	-0.04	45.93	6.22	-2.67	1
0.7	0.08	0.01	46.52	5.63	0.89	1
0.71	0.08	0.02	47.11	5.63	1.48	1
0.67	0.11	-0.03	44.74	7.41	-2.07	1
0.74	0.11	0.02	49.48	7.41	1.48	1
0.67	0.1	0.03	44.74	6.81	2.07	1
0.7	0.11	0.01	46.52	7.41	0.89	1
0.68	0.09	0	45.33	6.22	0.3	1
0.68	0.09	-0.02	45.33	6.22	-1.48	1
0.72	0.09	0	47.7	6.22	0.3	1
0.66	0.1	-0.02	44.15	6.81	-1.48	1
0.69	0.11	0.01	45.93	7.41	0.89	1
0.72	0.09	0.01	47.7	6.22	0.89	1
0.67	0.09	0	44.74	6.22	-0.3	1
0.69	0.11	0.01	45.93	7.41	0.89	1
0.69	0.09	-0.03	45.93	6.22	-2.07	1
0.67	0.09	0	44.74	6.22	0.3	1
0.7	0.1	0	46.52	6.81	-0.3	1
0.67	0.09	-0.01	44.74	6.22	-0.89	1
0.69	0.08	-0.01	45.93	5.63	-0.89	1
0.68	0.12	0	45.33	8	-0.3	1
0.7	0.09	0.01	46.52	6.22	0.89	1
0.71	0.08	-0.01	47.11	5.04	-0.89	1
0.67	0.11	0	44.74	7.41	0.3	1
0.69	0.09	-0.02	45.93	6.22	-1.48	1
0.7	0.09	-0.02	46.52	6.22	-1.48	1
0.69	0.09	0.01	45.93	6.22	0.89	1
0.71	0.11	0	47.11	7.41	-0.3	1
0.68	0.09	-0.01	45.33	6.22	-0.89	1
0.68	0.09	0.01	45.33	6.22	0.89	1
0.69	0.09	-0.03	45.93	6.22	-2.07	1
0.7	0.09	0	46.52	6.22	-0.3	1
0.69	0.1	0	45.93	6.81	-0.3	1
0.68	0.09	0	45.33	6.22	-0.3	1
0.72	0.09	-0.01	47.7	6.22	-0.89	1
0.7	0.11	0	46.52	7.41	0.3	1
0.68	0.12	0	45.33	8	0.3	1
0.68	0.09	0	45.33	6.22	-0.3	1
0.7	0.1	0.02	46.52	6.81	1.48	1
0.69	0.09	-0.02	45.93	6.22	-1.48	1
0.73	0.08	-0.02	48.89	5.04	-1.48	1
0.66	0.09	0.03	44.15	6.22	2.07	1
0.64	0.13	0.01	42.96	8.59	0.89	1
0.71	0.08	0	47.11	5.04	0.3	1
0.75	0.1	0	50.07	6.81	-0.3	1
0.66	0.13	-0.02	44.15	8.59	-1.48	1
0.66	0.08	-0.01	44.15	5.04	-0.89	1
0.69	0.09	-0.01	45.93	6.22	-0.89	1
0.71	0.09	-0.02	47.11	6.22	-1.48	1
0.68	0.09	0.02	45.33	6.22	1.48	1
0.67	0.14	-0.01	44.74	9.19	-0.89	1
0.68	0.11	0.02	45.33	7.41	1.48	1
0.72	0.08	0	47.7	5.63	-0.3	1
0.71	0.08	-0.01	47.11	5.04	-0.89	1
0.67	0.11	0	44.74	7.41	-0.3	1
0.67	0.13	0	44.74	8.59	-0.3	1
0.71	0.11	0	47.11	7.41	-0.3	1
0.7	0.08	-0.01	46.52	5.63	-0.89	1
0.72	0.12	-0.01	47.7	8	-0.89	1
0.65	0.1	0.02	43.56	6.81	1.48	1
0.66	0.12	-0.01	44.15	8	-0.89	1
0.71	0.09	-0.02	47.11	6.22	-1.48	1
0.67	0.08	-0.02	44.74	5.63	-1.48	1
0.69	0.11	0.02	45.93	7.41	1.48	1
0.69	0.09	0.02	45.93	6.22	1.48	1
0.7	0.1	-0.04	46.52	6.81	-2.67	1
0.69	0.12	0	45.93	8	-0.3	1
0.68	0.11	0	45.33	7.41	0.3	1
0.68	0.08	0	45.33	5.63	0.3	1
0.68	0.09	-0.02	45.33	6.22	-1.48	1
0.69	0.08	-0.01	45.93	5.63	-0.89	1
0.69	0.1	-0.01	45.93	6.81	-0.89	1
0.67	0.13	0	44.74	8.59	0.3	1
0.69	0.1	-0.02	45.93	6.81	-1.48	1
0.71	0.08	0	47.11	5.63	0.3	1
0.68	0.11	0.02	45.33	7.41	1.48	1
0.69	0.1	-0.05	45.93	6.81	-3.26	1
0.68	0.11	0	45.33	7.41	0.3	1
0.69	0.08	0.01	45.93	5.63	0.89	1
0.68	0.07	0.01	45.33	4.44	0.89	1
0.68	0.09	-0.02	45.33	6.22	-1.48	1
0.67	0.1	0	44.74	6.81	-0.3	1
0.69	0.12	0	45.93	8	0.3	1
0.7	0.08	0	46.52	5.63	-0.3	1
0.66	0.1	0	44.15	6.81	0.3	1
0.69	0.08	-0.01	45.93	5.04	-0.89	1
0.63	0.09	-0.02	41.78	6.22	-1.48	1
0.7	0.07	0	46.52	4.44	0.3	1
0.74	0.1	-0.01	49.48	6.81	-0.89	1
0.68	0.12	0.01	45.33	8	0.89	1
0.65	0.13	0.02	43.56	8.59	1.48	1
0.65	0.08	-0.02	43.56	5.63	-1.48	1
0.7	0.06	-0.02	46.52	3.85	-1.48	1
0.7	0.07	0	46.52	4.44	0.3	1
0.69	0.11	-0.02	45.93	7.41	-1.48	1
0.67	0.1	0.02	44.74	6.81	1.48	1
0.65	0.11	0.01	43.56	7.41	0.89	1
0.71	0.08	0.01	47.11	5.63	0.89	1
0.71	0.06	0	47.11	3.85	-0.3	1
0.69	0.1	-0.02	45.93	6.81	-1.48	1
0.65	0.12	0	43.56	8	-0.3	1
0.7	0.12	-0.03	46.52	8	-2.07	1
0.71	0.09	0	47.11	6.22	-0.3	1
0.7	0.07	0.01	46.52	4.44	0.89	1
0.68	0.1	0	45.33	6.81	0.3	1
0.69	0.12	0	45.93	8	0.3	1
0.68	0.12	0	45.33	8	-0.3	1
0.69	0.09	-0.03	45.93	6.22	-2.07	1
0.72	0.08	-0.01	47.7	5.63	-0.89	1
0.68	0.09	-0.01	45.33	6.22	-0.89	1
0.66	0.11	-0.02	44.15	7.41	-1.48	1
0.71	0.09	0	47.11	6.22	-0.3	1
0.69	0.11	0.02	45.93	7.41	1.48	1
0.68	0.08	0.01	45.33	5.63	0.89	1
0.69	0.08	-0.02	45.93	5.04	-1.48	1
0.68	0.08	0	45.33	5.63	0.3	1
0.71	0.1	0	47.11	6.81	0.3	1
0.69	0.11	-0.06	45.93	7.41	-3.85	1
0.67	0.1	0	44.74	6.81	0.3	1
0.69	0.11	0	45.93	7.41	0.3	1
0.69	0.09	0.01	45.93	6.22	0.89	1
0.67	0.11	0.01	44.74	7.41	0.89	1
0.68	0.1	-0.02	45.33	6.81	-1.48	1
0.67	0.09	0.02	44.74	6.22	1.48	1
0.69	0.1	0	45.93	6.81	-0.3	1
0.71	0.1	-0.01	47.11	6.81	-0.89	1
0.69	0.1	-0.02	45.93	6.81	-1.48	1
0.66	0.12	0	44.15	8	-0.3	1
0.69	0.1	0.01	45.93	6.81	0.89	1
0.7	0.09	0	46.52	6.22	-0.3	1
0.68	0.08	0.02	45.33	5.63	1.48	1
0.68	0.08	0	45.33	5.63	0.3	1
0.67	0.1	-0.01	44.74	6.81	-0.89	1
0.69	0.08	-0.02	45.93	5.63	-1.48	1
0.73	0.09	-0.01	48.89	6.22	-0.89	1
0.69	0.09	0	45.93	6.22	-0.3	1
0.64	0.12	0	42.37	8	0.3	1
0.71	0.09	0.03	47.11	6.22	2.07	1
0.67	0.08	0.03	44.74	5.04	2.07	1
0.68	0.08	0.01	45.33	5.04	0.89	1
0.72	0.09	0.02	48.3	6.22	1.48	1
0.67	0.09	-0.01	44.74	6.22	-0.89	1
0.69	0.11	0.01	45.93	7.41	0.89	1
0.64	0.11	0	42.96	7.41	-0.3	1
0.71	0.05	0.02	47.11	3.26	1.48	1
0.73	0.08	0	48.89	5.04	-0.3	1
0.67	0.12	0	44.74	8	0.3	1
0.7	0.11	0.02	46.52	7.41	1.48	1
0.7	0.11	-0.01	46.52	7.41	-0.89	1
0.7	0.09	0	46.52	6.22	-0.3	1
0.72	0.09	-0.01	47.7	6.22	-0.89	1
0.68	0.12	-0.04	45.33	8	-2.67	1
0.69	0.12	0.01	45.93	8	0.89	1
0.71	0.1	-0.02	47.11	6.81	-1.48	1
0.7	0.09	0	46.52	6.22	0.3	1
0.69	0.08	0.02	45.93	5.04	1.48	1
0.68	0.12	-0.01	45.33	8	-0.89	1
0.72	0.1	0	47.7	6.81	-0.3	1
0.72	0.13	0	47.7	8.59	0.3	1
0.68	0.11	-0.01	45.33	7.41	-0.89	1
0.69	0.08	-0.02	45.93	5.63	-1.48	1
0.67	0.11	-0.01	44.74	7.41	-0.89	1
0.71	0.11	0.01	47.11	7.41	0.89	1
0.7	0.1	-0.01	46.52	6.81	-0.89	1
0.66	0.11	0.04	44.15	7.41	2.67	1
0.71	0.1	0	47.11	6.81	0.3	1
0.68	0.09	-0.02	45.33	6.22	-1.48	1
0.67	0.09	0	44.74	6.22	-0.3	1
0.7	0.08	-0.03	46.52	5.63	-2.07	1
0.67	0.11	-0.01	44.74	7.41	-0.89	1
0.68	0.09	0.01	45.33	6.22	0.89	1
0.72	0.11	-0.01	47.7	7.41	-0.89	1
0.71	0.09	-0.01	47.11	6.22	-0.89	1
0.68	0.14	0	45.33	9.19	-0.3	1
0.68	0.11	0.02	45.33	7.41	1.48	1
0.72	0.1	-0.02	48.3	6.81	-1.48	1
0.68	0.09	0	45.33	6.22	0.3	1
0.68	0.09	0	45.33	6.22	0.3	1
0.71	0.09	-0.01	47.11	6.22	-0.89	1
0.69	0.12	0.03	45.93	8	2.07	1
0.67	0.11	0.01	44.74	7.41	0.89	1
0.71	0.08	-0.03	47.11	5.63	-2.07	1
0.72	0.1	0	48.3	6.81	0.3	1
0.72	0.11	0	48.3	7.41	-0.3	1
0.68	0.16	0	45.33	10.37	-0.3	1
0.7	0.08	0.01	46.52	5.04	0.89	1
0.72	0.08	-0.01	47.7	5.63	-0.89	1
0.69	0.09	0.02	45.93	6.22	1.48	1
0.72	0.13	0.01	47.7	8.59	0.89	1
0.64	0.12	-0.03	42.96	8	-2.07	1
0.68	0.1	0.03	45.33	6.81	2.07	1
0.71	0.08	0.03	47.11	5.04	2.07	1
0.67	0.07	-0.02	44.74	4.44	-1.48	1
0.7	0.09	0.01	46.52	6.22	0.89	1
0.69	0.13	-0.01	45.93	8.59	-0.89	1
0.68	0.13	0.02	45.33	8.59	1.48	1
0.7	0.1	0	46.52	6.81	-0.3	1
0.68	0.06	-0.01	45.33	3.85	-0.89	1
0.68	0.08	0.02	45.33	5.04	1.48	1
0.7	0.12	0	46.52	8	-0.3	1
0.7	0.14	-0.01	46.52	9.19	-0.89	1
0.66	0.11	0	44.15	7.41	0.3	1
0.7	0.09	-0.01	46.52	6.22	-0.89	1
0.72	0.08	0	47.7	5.63	-0.3	1
0.65	0.12	-0.01	43.56	8	-0.89	1
0.66	0.12	0.04	44.15	8	2.67	1
0.71	0.1	-0.01	47.11	6.81	-0.89	1
0.7	0.09	-0.02	46.52	6.22	-1.48	1
0.7	0.08	0	46.52	5.63	0.3	1
0.7	0.11	-0.01	46.52	7.41	-0.89	1
0.68	0.13	0.02	45.33	8.59	1.48	1
0.7	0.11	-0.02	46.52	7.41	-1.48	1
0.7	0.09	0	46.52	6.22	-0.3	1
0.67	0.08	0	44.74	5.63	0.3	1
0.71	0.08	-0.02	47.11	5.63	-1.48	1
0.69	0.11	0	45.93	7.41	-0.3	1
0.69	0.11	0.03	45.93	7.41	2.07	1
0.69	0.13	0	45.93	8.59	0.3	1
0.67	0.09	0.01	44.74	6.22	0.89	1
0.69	0.11	-0.01	45.93	7.41	-0.89	1
0.68	0.1	0.01	45.33	6.81	0.89	1
0.7	0.11	0	46.52	7.41	-0.3	1
0.67	0.1	-0.01	44.74	6.81	-0.89	1
0.7	0.08	0.03	46.52	5.63	2.07	1
0.7	0.09	-0.01	46.52	6.22	-0.89	1
0.7	0.12	0	46.52	8	0.3	1
0.7	0.12	0	46.52	8	0.3	1
0.71	0.11	-0.01	47.11	7.41	-0.89	1
0.67	0.11	0.01	44.74	7.41	0.89	1
0.66	0.08	-0.02	44.15	5.04	-1.48	1
0.7	0.09	0	46.52	6.22	0.3	1
0.72	0.1	0.01	47.7	6.81	0.89	1
0.68	0.13	0	45.33	8.59	0.3	1
0.65	0.12	0.01	43.56	8	0.89	1
0.73	0.1	0	48.89	6.81	-0.3	1
0.67	0.11	0	44.74	7.41	0.3	1
0.65	0.12	0.01	43.56	8	0.89	1
0.7	0.1	0	46.52	6.81	-0.3	1
0.7	0.08	-0.01	46.52	5.63	-0.89	1
0.7	0.09	0	46.52	6.22	0.3	1
0.68	0.11	0	45.33	7.41	0.3	1
0.68	0.12	0.02	45.33	8	1.48	1
0.66	0.1	0.01	44.15	6.81	0.89	1
0.72	0.08	-0.01	47.7	5.63	-0.89	1
0.72	0.09	0	47.7	6.22	0.3	1
0.67	0.13	0	44.74	8.59	0.3	1
0.67	0.11	-0.01	44.74	7.41	-0.89	1
0.69	0.12	0.01	45.93	8	0.89	1
0.72	0.08	0.01	47.7	5.63	0.89	1
0.71	0.09	0	47.11	6.22	0.3	1
0.69	0.1	-0.01	45.93	6.81	-0.89	1
0.7	0.1	0.01	46.52	6.81	0.89	1
0.68	0.11	-0.01	45.33	7.41	-0.89	1
0.71	0.09	-0.01	47.11	6.22	-0.89	1
0.69	0.1	0.02	45.93	6.81	1.48	1
0.71	0.11	0	47.11	7.41	-0.3	1
0.7	0.11	0.02	46.52	7.41	1.48	1
0.67	0.11	0.03	44.74	7.41	2.07	1
0.69	0.1	-0.02	45.93	6.81	-1.48	1
0.69	0.09	0.02	45.93	6.22	1.48	1
0.69	0.09	0	45.93	6.22	0.3	1
0.71	0.09	-0.01	47.11	6.22	-0.89	1
0.69	0.12	0.03	45.93	8	2.07	1
0.69	0.1	-0.01	45.93	6.81	-0.89	1
0.72	0.11	0	47.7	7.41	0.3	1
0.7	0.11	0.01	46.52	7.41	0.89	1
0.66	0.09	0.03	44.15	6.22	2.07	1
0.71	0.11	0	47.11	7.41	0.3	1
0.69	0.08	-0.03	45.93	5.63	-2.07	1
0.68	0.09	0	45.33	6.22	0.3	1
0.7	0.11	0	46.52	7.41	-0.3	1
0.71	0.13	0.01	47.11	8.59	0.89	1
0.66	0.11	0.01	44.15	7.41	0.89	1
0.72	0.1	0	47.7	6.81	-0.3	1
0.67	0.1	0	44.74	6.81	-0.3	1
0.7	0.09	0	46.52	6.22	0.3	1
0.67	0.08	0	44.74	5.63	0.3	1
0.69	0.1	0.02	45.93	6.81	1.48	1
0.68	0.12	0	45.33	8	0.3	1
0.65	0.11	-0.02	43.56	7.41	-1.48	1
0.84	0.06	0.01	56	3.85	0.89	1
0.65	0.17	0.03	43.56	11.56	2.07	1
0.61	0.16	0.06	40.59	10.37	3.85	1
0.73	0.07	-0.04	48.89	4.44	-2.67	1
0.69	0.06	-0.11	45.93	3.85	-7.41	1
0.72	0.1	0.01	48.3	6.81	0.89	1
0.6	0.17	0.04	40	11.56	2.67	1
0.68	0.15	0.02	45.33	9.78	1.48	1
0.74	0.03	0.07	49.48	2.07	4.44	1
0.71	0.03	0	47.11	2.07	-0.3	1
0.72	0.09	0.01	47.7	6.22	0.89	1
0.64	0.12	0.06	42.96	8	3.85	1
0.66	0.15	-0.01	44.15	9.78	-0.89	1
0.72	0.09	0.01	48.3	6.22	0.89	1
0.71	0.08	-0.01	47.11	5.04	-0.89	1
0.71	0.11	-0.01	47.11	7.41	-0.89	1
0.66	0.13	0	44.15	8.59	0.3	1
0.7	0.11	-0.01	46.52	7.41	-0.89	1
0.72	0.09	0.03	47.7	6.22	2.07	1
0.68	0.08	0	45.33	5.04	-0.3	1
0.67	0.09	0.02	44.74	6.22	1.48	1
0.69	0.13	0	45.93	8.59	0.3	1
0.71	0.12	-0.02	47.11	8	-1.48	1
0.72	0.13	0.02	48.3	8.59	1.48	1
0.69	0.11	-0.01	45.93	7.41	-0.89	1
0.72	0.08	-0.02	47.7	5.63	-1.48	1
0.72	0.1	0.04	47.7	6.81	2.67	1
0.72	0.13	0	48.3	8.59	0.3	1
0.68	0.16	0.02	45.33	10.37	1.48	1
0.67	0.14	0.04	44.74	9.19	2.67	1
0.72	0.1	-0.01	47.7	6.81	-0.89	1
0.72	0.08	-0.01	48.3	5.04	-0.89	1
0.68	0.12	0	45.33	8	-0.3	1
0.66	0.13	0.01	44.15	8.59	0.89	1
0.69	0.11	0	45.93	7.41	-0.3	1
0.72	0.08	0.01	48.3	5.04	0.89	1
0.71	0.11	0.01	47.11	7.41	0.89	1
0.68	0.14	0	45.33	9.19	-0.3	1
0.66	0.12	0.03	44.15	8	2.07	1
0.71	0.11	-0.04	47.11	7.41	-2.67	1
0.72	0.08	-0.03	47.7	5.63	-2.07	1
0.71	0.1	0.03	47.11	6.81	2.07	1
0.69	0.12	0	45.93	8	0.3	1
0.7	0.12	0.03	46.52	8	2.07	1
0.7	0.11	0	46.52	7.41	0.3	1
0.67	0.09	0.01	44.74	6.22	0.89	1
0.71	0.1	0.04	47.11	6.81	2.67	1
0.71	0.12	-0.04	47.11	8	-2.67	1
0.68	0.1	0	45.33	6.81	0.3	1
0.68	0.12	0	45.33	8	-0.3	1
0.69	0.08	0	45.93	5.63	-0.3	1
0.73	0.08	0.05	48.89	5.63	3.26	1
0.69	0.14	-0.01	45.93	9.19	-0.89	1
0.69	0.13	0.05	45.93	8.59	3.26	1
0.65	0.12	0.02	43.56	8	1.48	1
0.71	0.08	-0.05	47.11	5.63	-3.26	1
0.73	0.08	0.02	48.89	5.04	1.48	1
0.68	0.12	-0.01	45.33	8	-0.89	1
0.68	0.13	0	45.33	8.59	-0.3	1
0.71	0.12	0.04	47.11	8	2.67	1
0.71	0.1	0.01	47.11	6.81	0.89	1
0.73	0.09	0	48.89	6.22	0.3	1
0.67	0.11	0	44.74	7.41	-0.3	1
0.67	0.11	-0.01	44.74	7.41	-0.89	1
0.7	0.1	0	46.52	6.81	-0.3	1
0.72	0.09	-0.04	47.7	6.22	-2.67	1
0.71	0.12	0.02	47.11	8	1.48	1
0.67	0.14	0.03	44.74	9.19	2.07	1
0.7	0.1	0.02	46.52	6.81	1.48	1
0.7	0.1	0.03	46.52	6.81	2.07	1
0.7	0.1	-0.02	46.52	6.81	-1.48	1
0.69	0.1	0	45.93	6.81	0.3	1
0.69	0.11	0.01	45.93	7.41	0.89	1
0.71	0.1	-0.03	47.11	6.81	-2.07	1
0.72	0.12	0.02	47.7	8	1.48	1
0.69	0.12	0	45.93	8	0.3	1
0.7	0.1	0	46.52	6.81	0.3	1
0.7	0.08	0.02	46.52	5.63	1.48	1
0.72	0.11	0.01	48.3	7.41	0.89	1
0.67	0.09	0	44.74	6.22	-0.3	1
0.69	0.11	-0.01	45.93	7.41	-0.89	1
0.69	0.1	0.02	45.93	6.81	1.48	1
0.72	0.12	0.01	47.7	8	0.89	1
0.69	0.11	-0.01	45.93	7.41	-0.89	1
0.68	0.12	0.04	45.33	8	2.67	1
0.69	0.11	0	45.93	7.41	-0.3	1
0.72	0.12	0	47.7	8	0.3	1
0.7	0.12	0.01	46.52	8	0.89	1
0.73	0.12	-0.04	48.89	8	-2.67	1
0.72	0.13	0.01	47.7	8.59	0.89	1
0.64	0.11	0.04	42.37	7.41	2.67	1
0.7	0.1	0	46.52	6.81	0.3	1
0.72	0.07	0	48.3	4.44	0.3	1
0.71	0.09	0.03	47.11	6.22	2.07	1
0.68	0.13	0.02	45.33	8.59	1.48	1
0.67	0.1	0.01	44.74	6.81	0.89	1
0.73	0.08	-0.01	48.89	5.63	-0.89	1
0.72	0.1	0.01	48.3	6.81	0.89	1
0.68	0.11	0.04	45.33	7.41	2.67	1
0.69	0.14	0.02	45.93	9.19	1.48	1
0.69	0.1	0.02	45.93	6.81	1.48	1
0.72	0.09	0.01	47.7	6.22	0.89	1
0.71	0.08	0	47.11	5.63	-0.3	1
0.67	0.13	0.01	44.74	8.59	0.89	1
0.71	0.14	0.02	47.11	9.19	1.48	1
0.71	0.12	0	47.11	8	-0.3	1
0.7	0.1	0.01	46.52	6.81	0.89	1
